campaign,run,step,tokens_B,layer,n_transitions,head_dim,frac_transition_any_complex,frac_transition_any_real_neg,frac_alpha_neg,frac_beta_gt1,mean_beta,median_abs_alpha,angle_q50,modulus_complex_q50
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,116736,61.203,22,256,128,0.05859375,0.9296875,0.03680419921875,0.07421875,0.4937666654586792,0.9932770133018494,1.9536131735288074,0.066545439234447
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,116736,61.203,23,256,128,0.16796875,0.8359375,0.027008056640625,0.3828125,0.9069727659225464,0.9493975639343262,2.0869155452277433,0.061240919135799876
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,126464,66.304,0,256,128,0.50390625,1.0,0.220428466796875,0.5625,1.1288459300994873,0.7441116571426392,1.821252155632655,0.07952112542016876
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,126464,66.304,1,256,128,0.2890625,0.9921875,0.14971923828125,0.36328125,0.9313042163848877,0.4291078448295593,2.369890085803619,0.059844606111639956
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,126464,66.304,2,256,128,0.1484375,0.9765625,0.118896484375,0.23046875,0.8608686923980713,0.4782244861125946,2.4388150771856263,0.07425668491316167
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,126464,66.304,3,256,128,0.12890625,0.890625,0.088348388671875,0.3046875,0.8554441928863525,0.5395435094833374,2.33690607919978,0.0666443319139759
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,126464,66.304,4,256,128,0.1640625,0.96875,0.098785400390625,0.265625,0.7967900037765503,0.6523413062095642,2.0523115619880206,0.04981467773244012
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,126464,66.304,5,256,128,0.18359375,0.93359375,0.126922607421875,0.28515625,0.8467467427253723,0.4532523453235626,2.243630545488962,0.0765160842894605
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,126464,66.304,6,256,128,0.171875,0.90625,0.058837890625,0.2890625,0.8671292662620544,0.7874689698219299,2.1917392429349962,0.09687059762518423
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,126464,66.304,7,256,128,0.2109375,0.88671875,0.068328857421875,0.375,0.8999728560447693,0.8083261251449585,2.445402517447816,0.09576284798061696
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,126464,66.304,8,256,128,0.25390625,0.9140625,0.048553466796875,0.38671875,0.8919306397438049,0.902130663394928,1.9428793592299891,0.0767603230462376
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,126464,66.304,9,256,128,0.21484375,0.91015625,0.04888916015625,0.30078125,0.7610045671463013,0.9270206689834595,2.252438232022692,0.0713628698117345
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,126464,66.304,10,256,128,0.296875,0.96484375,0.05419921875,0.43359375,0.9218048453330994,0.9134802222251892,2.058655545762329,0.08319912303231994
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,126464,66.304,11,256,128,0.203125,0.859375,0.028839111328125,0.31640625,0.8362514972686768,0.9516226053237915,2.056341013393344,0.10522905101539914
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,126464,66.304,12,256,128,0.3515625,0.84765625,0.037994384765625,0.51953125,0.9947418570518494,0.9650461077690125,2.08301705877516,0.09964445537757752
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,126464,66.304,13,256,128,0.23046875,0.78515625,0.023193359375,0.453125,0.9456441402435303,0.9733646512031555,1.8745238930532366,0.1279461265244079
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,126464,66.304,14,256,128,0.22265625,0.6875,0.017791748046875,0.4375,0.9354207515716553,0.9918447136878967,2.088313869266476,0.11893425498379231
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,126464,66.304,15,256,128,0.22265625,0.7734375,0.028533935546875,0.4296875,0.8761471509933472,0.9852359294891357,2.287303258020161,0.08253739003102742
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,126464,66.304,16,256,128,0.203125,0.8046875,0.024200439453125,0.328125,0.8269388675689697,0.97980135679245,2.1930137052040335,0.08109146281504825
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,126464,66.304,17,256,128,0.18359375,0.75,0.020416259765625,0.31640625,0.7936003804206848,0.9904223680496216,1.692730312448157,0.10627820134393985
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,126464,66.304,18,256,128,0.13671875,0.7265625,0.025146484375,0.265625,0.7749254703521729,0.9748834371566772,2.1142021659646537,0.12294865748249523
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,126464,66.304,19,256,128,0.22265625,0.84375,0.024261474609375,0.44921875,0.897177517414093,0.9700348973274231,2.1955896112249764,0.07247741492719399
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,126464,66.304,20,256,128,0.19921875,0.78125,0.0357666015625,0.390625,0.8515169620513916,0.8796225786209106,1.9476266632345565,0.08916510859227908
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,126464,66.304,21,256,128,0.08984375,0.8125,0.033203125,0.14453125,0.5672165155410767,0.988686740398407,2.3446020065072366,0.10935770113290114
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,126464,66.304,22,256,128,0.06640625,0.9453125,0.036590576171875,0.1015625,0.5002565383911133,0.992513120174408,1.9531962601850978,0.09814086839427325
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,126464,66.304,23,256,128,0.203125,0.8125,0.031494140625,0.421875,0.9224672317504883,0.9453566074371338,2.238629009556152,0.07435409966982592
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,136192,71.404,0,256,128,0.5,1.0,0.219879150390625,0.59375,1.1517999172210693,0.745159387588501,1.8601547047087847,0.07692154100827109
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,136192,71.404,1,256,128,0.328125,0.99609375,0.148162841796875,0.40625,0.9516981244087219,0.4277527630329132,2.4391035138891493,0.054394672077986005
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,136192,71.404,2,256,128,0.1328125,0.99609375,0.117706298828125,0.2578125,0.8848689794540405,0.4898437559604645,2.4343629849406696,0.07247656890953273
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,136192,71.404,3,256,128,0.1796875,0.9375,0.091705322265625,0.33203125,0.8800807595252991,0.5379394888877869,2.3985199342374557,0.05486309050755762
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,136192,71.404,4,256,128,0.1484375,0.953125,0.10003662109375,0.23828125,0.8113498687744141,0.6529326438903809,2.224141605967417,0.05864144964304711
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,136192,71.404,5,256,128,0.1953125,0.921875,0.12548828125,0.30078125,0.8643890619277954,0.4566228985786438,2.179508449525837,0.07034096545574056
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,136192,71.404,6,256,128,0.19140625,0.87890625,0.0570068359375,0.28515625,0.8766340613365173,0.794711709022522,2.4087238713818193,0.08263344747652746
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,136192,71.404,7,256,128,0.23046875,0.87109375,0.063232421875,0.37890625,0.9050533175468445,0.8091731667518616,2.484067532559515,0.09725944126679421
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,136192,71.404,8,256,128,0.23828125,0.921875,0.049896240234375,0.37109375,0.8978694081306458,0.9007492661476135,1.9740334308375798,0.08737248397586932
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,136192,71.404,9,256,128,0.23046875,0.89453125,0.048614501953125,0.30078125,0.7675694227218628,0.9245367050170898,2.2199076212277205,0.0749864315023902
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,136192,71.404,10,256,128,0.29296875,0.95703125,0.05572509765625,0.44140625,0.9348793029785156,0.9109904170036316,2.0191632585568886,0.09847459121943518
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,136192,71.404,11,256,128,0.2109375,0.83984375,0.030487060546875,0.33203125,0.8567692041397095,0.950066328048706,1.8606455694401403,0.11438111785921183
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,136192,71.404,12,256,128,0.33984375,0.84765625,0.036834716796875,0.5078125,1.0026652812957764,0.9648377895355225,2.1616634533598305,0.10752987967922432
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,136192,71.404,13,256,128,0.23828125,0.76953125,0.0224609375,0.47265625,0.9507211446762085,0.9739318490028381,1.8888086001213822,0.11762731233633751
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,136192,71.404,14,256,128,0.21875,0.67578125,0.017669677734375,0.4296875,0.9388114809989929,0.9913936853408813,1.9793755594038132,0.12523863245938993
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,136192,71.404,15,256,128,0.23828125,0.81640625,0.030792236328125,0.44140625,0.8873379230499268,0.9848829507827759,2.20727920117268,0.07272001194211435
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,136192,71.404,16,256,128,0.2265625,0.82421875,0.024139404296875,0.3515625,0.8401800394058228,0.9799361228942871,2.1377561774346123,0.07411806344976743
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,136192,71.404,17,256,128,0.20703125,0.76171875,0.02105712890625,0.3203125,0.8080875873565674,0.9906131029129028,1.7303752678321902,0.10375432953906254
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,136192,71.404,18,256,128,0.15625,0.734375,0.027679443359375,0.28515625,0.7875808477401733,0.9750821590423584,2.1124711265490532,0.10619762626039356
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,136192,71.404,19,256,128,0.2109375,0.8359375,0.02398681640625,0.42578125,0.9011354446411133,0.969856858253479,2.259491630466319,0.09376882385277524
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,136192,71.404,20,256,128,0.203125,0.78125,0.03631591796875,0.421875,0.8659839034080505,0.8816384077072144,1.6173353302708953,0.0801926519854477
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,136192,71.404,21,256,128,0.08984375,0.83984375,0.032928466796875,0.1484375,0.569682776927948,0.9893551468849182,1.8800540545207,0.10971407668807538
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,136192,71.404,22,256,128,0.078125,0.93359375,0.035858154296875,0.1171875,0.5148966312408447,0.9930418133735657,1.9583870807541135,0.05402814692329121
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,136192,71.404,23,256,128,0.1953125,0.8203125,0.0321044921875,0.421875,0.9208045601844788,0.9438154697418213,2.2525348895201556,0.06790921305734163
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,145920,76.504,0,256,128,0.55859375,1.0,0.217803955078125,0.6328125,1.1747465133666992,0.7542646527290344,1.951212806675771,0.08075738213402307
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,145920,76.504,1,256,128,0.3359375,1.0,0.142913818359375,0.4375,0.9717437624931335,0.4262925088405609,2.3953128819925746,0.05784336316190749
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,145920,76.504,2,256,128,0.1640625,0.98828125,0.120574951171875,0.30078125,0.9044886827468872,0.47991764545440674,2.5150802022649064,0.07273453522106435
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,145920,76.504,3,256,128,0.18359375,0.88671875,0.0836181640625,0.34375,0.8999795317649841,0.5289813280105591,2.4925138862477327,0.06396856781282881
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,145920,76.504,4,256,128,0.14453125,0.953125,0.09796142578125,0.2578125,0.8285929560661316,0.6539173722267151,1.9864200000483392,0.05751656837589963
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,145920,76.504,5,256,128,0.20703125,0.9296875,0.120574951171875,0.3125,0.8829641938209534,0.45701009035110474,2.0092585316722973,0.07211993168107693
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,145920,76.504,6,256,128,0.17578125,0.87109375,0.05413818359375,0.32421875,0.8882220983505249,0.7926684617996216,2.2209425934151135,0.09084204600663287
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,145920,76.504,7,256,128,0.21875,0.86328125,0.063507080078125,0.38671875,0.9151336550712585,0.8109628558158875,2.4331695411256558,0.0996220655026478
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,145920,76.504,8,256,128,0.2578125,0.8984375,0.046783447265625,0.390625,0.9032770991325378,0.9060375094413757,1.7761781769860783,0.07869030914554892
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,145920,76.504,9,256,128,0.21875,0.921875,0.046051025390625,0.27734375,0.7696691751480103,0.9302294254302979,2.378338473758351,0.07922844045380692
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,145920,76.504,10,256,128,0.33984375,0.98046875,0.055694580078125,0.453125,0.938973069190979,0.9122490286827087,2.0994241562456697,0.07768151176319509
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,145920,76.504,11,256,128,0.20703125,0.84375,0.027008056640625,0.34765625,0.8537209630012512,0.9509053826332092,1.8973734935700366,0.11399483212621608
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,145920,76.504,12,256,128,0.3359375,0.875,0.0364990234375,0.50390625,1.009594202041626,0.9652732014656067,2.0170057842255478,0.11089756688275562
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,145920,76.504,13,256,128,0.25390625,0.7890625,0.0213623046875,0.48046875,0.9564003944396973,0.9743326902389526,2.097423887809129,0.13361643446333088
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,145920,76.504,14,256,128,0.22265625,0.69140625,0.0166015625,0.4375,0.9394991397857666,0.9914973974227905,2.085308273412615,0.12276909787181478
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,145920,76.504,15,256,128,0.2734375,0.8046875,0.029388427734375,0.44140625,0.8837055563926697,0.9847848415374756,2.1389676137285325,0.06908198861637568
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,145920,76.504,16,256,128,0.2421875,0.81640625,0.02288818359375,0.36328125,0.8413752317428589,0.9802871942520142,1.9895387776132876,0.07533014320362086
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,145920,76.504,17,256,128,0.20703125,0.76171875,0.020751953125,0.31640625,0.8107044696807861,0.9902633428573608,1.5829231374323476,0.09899227475088494
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,145920,76.504,18,256,128,0.1640625,0.734375,0.025787353515625,0.30078125,0.7951122522354126,0.9741133451461792,2.014653880508529,0.12266439710031057
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,145920,76.504,19,256,128,0.2265625,0.82421875,0.02349853515625,0.4375,0.9055095911026001,0.9695576429367065,2.104113338311005,0.08441152474085045
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,145920,76.504,20,256,128,0.20703125,0.78125,0.03363037109375,0.4296875,0.87140953540802,0.8807373046875,1.7361448797560424,0.08816669043683219
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,145920,76.504,21,256,128,0.08984375,0.83984375,0.0318603515625,0.171875,0.5772147178649902,0.9886749982833862,2.093085222367176,0.0916963839658343
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,145920,76.504,22,256,128,0.09375,0.93359375,0.03448486328125,0.12109375,0.5166172981262207,0.9930604100227356,1.9702128524127094,0.0573166570988121
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,145920,76.504,23,256,128,0.22265625,0.8359375,0.031829833984375,0.44140625,0.9341200590133667,0.9437163472175598,2.227065506721076,0.07632919552481879
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,154460,80.982,0,256,128,0.56640625,1.0,0.220611572265625,0.66796875,1.1954541206359863,0.7688512802124023,1.8770152808385392,0.0757658254645956
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,154460,80.982,1,256,128,0.37109375,1.0,0.144500732421875,0.4609375,0.9880569577217102,0.42472365498542786,2.394674487732953,0.05955296977790301
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,154460,80.982,2,256,128,0.19921875,0.99609375,0.1224365234375,0.3359375,0.9221124649047852,0.48000940680503845,2.404939456303426,0.06646309547129971
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,154460,80.982,3,256,128,0.1953125,0.89453125,0.090667724609375,0.37109375,0.9157356023788452,0.5273454189300537,2.3943876703772755,0.0576114257576916
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,154460,80.982,4,256,128,0.1796875,0.9609375,0.100677490234375,0.3046875,0.8370387554168701,0.6394248604774475,2.2087631365798526,0.05737245574251634
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,154460,80.982,5,256,128,0.2265625,0.9375,0.123870849609375,0.33203125,0.8892373442649841,0.4567146301269531,2.0940320701971142,0.07572127267868442
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,154460,80.982,6,256,128,0.18359375,0.85546875,0.0533447265625,0.328125,0.9024755954742432,0.7940724492073059,2.341231530355919,0.09192214712512985
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,154460,80.982,7,256,128,0.2421875,0.85546875,0.065277099609375,0.41015625,0.9308741092681885,0.806215226650238,2.4258860013836774,0.08531784432478162
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,154460,80.982,8,256,128,0.27734375,0.9296875,0.047271728515625,0.41796875,0.9252947568893433,0.8992247581481934,1.946655353903813,0.08107834000861545
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,154460,80.982,9,256,128,0.234375,0.91796875,0.048858642578125,0.32421875,0.7826858162879944,0.9266005754470825,1.9685489995396483,0.0703301753742738
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,154460,80.982,10,256,128,0.3515625,0.95703125,0.05462646484375,0.46484375,0.9518582820892334,0.9127461314201355,2.0637921480324435,0.08277622769705002
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,154460,80.982,11,256,128,0.22265625,0.828125,0.02764892578125,0.359375,0.8695971369743347,0.9514375329017639,1.985925783175149,0.12131235393487613
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,154460,80.982,12,256,128,0.3359375,0.890625,0.037445068359375,0.515625,1.0158839225769043,0.9647892117500305,1.9918491133510368,0.11458713145795209
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,154460,80.982,13,256,128,0.26171875,0.796875,0.020843505859375,0.5078125,0.9583632946014404,0.9753878712654114,2.137559891893373,0.1062144057480923
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,154460,80.982,14,256,128,0.2421875,0.6953125,0.01788330078125,0.46484375,0.9514093399047852,0.9918665885925293,1.835744139739858,0.13398051347209267
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,154460,80.982,15,256,128,0.26953125,0.80859375,0.031524658203125,0.44921875,0.9014625549316406,0.984929621219635,1.9707145552909102,0.07514951988481525
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,154460,80.982,16,256,128,0.21484375,0.83984375,0.02215576171875,0.359375,0.8483458757400513,0.9801641702651978,2.1535197957006083,0.08566200214495091
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,154460,80.982,17,256,128,0.19921875,0.74609375,0.019622802734375,0.3515625,0.8117874264717102,0.990443766117096,1.691652396291438,0.1034061979270679
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,154460,80.982,18,256,128,0.17578125,0.7578125,0.026031494140625,0.2890625,0.7972928285598755,0.974862277507782,1.89376605525596,0.09986456465300685
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,154460,80.982,19,256,128,0.23046875,0.83984375,0.024810791015625,0.453125,0.9145283699035645,0.9693843126296997,2.4415177227354454,0.07589617453688549
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,154460,80.982,20,256,128,0.20703125,0.79296875,0.037078857421875,0.44140625,0.8819947242736816,0.8744759559631348,1.857067481541498,0.0854683380219433
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,154460,80.982,21,256,128,0.08984375,0.82421875,0.032470703125,0.19140625,0.5847243070602417,0.9888096451759338,1.727955785909102,0.09956077388847044
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,154460,80.982,22,256,128,0.08203125,0.9296875,0.03326416015625,0.12890625,0.5170985460281372,0.9929357171058655,1.8877925785589151,0.05664347704786068
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,154460,80.982,23,256,128,0.234375,0.8359375,0.030242919921875,0.45703125,0.9423491954803467,0.9435595870018005,2.159467619216762,0.07134543179694904
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,155648,81.604,0,256,128,0.60546875,1.0,0.220428466796875,0.671875,1.19847571849823,0.7647565007209778,1.8826429819756412,0.08460462093987452
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,155648,81.604,1,256,128,0.37109375,1.0,0.145477294921875,0.46484375,0.991132378578186,0.42412614822387695,2.351145136636993,0.06422662387863515
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,155648,81.604,2,256,128,0.1953125,0.9921875,0.115936279296875,0.328125,0.9230883121490479,0.48266974091529846,2.267391604930636,0.0748675214514199
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,155648,81.604,3,256,128,0.18359375,0.89453125,0.089599609375,0.3671875,0.9185703992843628,0.5303010940551758,2.521758830434873,0.06919024119550005
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,155648,81.604,4,256,128,0.1796875,0.95703125,0.10546875,0.30078125,0.839707612991333,0.640375554561615,2.2908992186621773,0.048094508455269316
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,155648,81.604,5,256,128,0.23828125,0.94140625,0.123870849609375,0.32421875,0.8904973864555359,0.45575273036956787,2.076343506440885,0.06277106806171272
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,155648,81.604,6,256,128,0.1953125,0.87109375,0.053192138671875,0.328125,0.9049021005630493,0.7940162420272827,2.3301752668694453,0.08323536561021352
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,155648,81.604,7,256,128,0.23828125,0.8671875,0.0631103515625,0.40625,0.9263242483139038,0.8099071383476257,2.5035204322746947,0.08531650811650168
fwedu_1p3B,fwedu_1p3B_ckda-shipped-lowrank_1.3B_cosine100B_gbs128_lr0.0004,155648,81.604,8,256,128,0.2578125,0.9140625,0.046295166015625,0.41796875,0.9230877757072449,0.9009087681770325,2.1018296695398204,0.07968049912932268
